Order ID,Order Date,ProductID,Quantity Ordered,customer_id
187787,4/1/2019 11:52,54,1,13
182939,4/1/2019 11:53,17,1,20
191865,4/1/2019 11:58,100,1,86
181761,4/1/2019 11:58,46,2,57
180015,4/1/2019 11:59,76,1,63
30308,4/1/2019 12:00,101,1,61
183225,4/1/2019 12:02,10,1,12
181666,4/1/2019 12:05,76,1,18
191850,4/1/2019 12:06,83,1,88
188166,4/1/2019 12:06,54,1,62
179762,4/1/2019 12:12,68,1,82
193015,4/1/2019 12:13,68,1,29
179337,4/1/2019 12:15,101,1,77
191245,4/1/2019 12:18,22,1,15
184190,4/1/2019 12:21,19,1,96
190874,4/1/2019 12:21,74,2,70
181491,4/1/2019 12:23,41,1,56
190187,4/1/2019 12:24,87,1,33
179582,4/1/2019 12:24,12,1,62
181824,4/1/2019 12:30,41,1,80
184718,4/1/2019 12:30,45,3,54
180171,4/1/2019 12:31,9,1,95
183110,4/1/2019 12:31,33,1,65
181941,4/1/2019 12:32,70,1,80
181941,4/1/2019 12:32,95,1,53
193409,4/1/2019 12:32,12,1,11
193991,4/1/2019 12:33,38,1,42
191385,4/1/2019 12:34,78,1,91
190362,4/1/2019 12:35,92,1,80
180621,4/1/2019 12:37,88,1,99
177937,4/1/2019 12:39,1,1,81
184701,4/1/2019 12:42,64,2,45
187745,4/1/2019 12:42,89,1,90
192957,4/1/2019 12:45,23,1,51
185859,4/1/2019 12:45,34,1,18
182101,4/1/2019 12:45,58,1,37
185530,4/1/2019 12:47,67,1,4
189686,4/1/2019 12:50,11,1,42
180192,4/1/2019 12:55,46,1,69
179192,4/1/2019 12:57,64,3,65
176887,4/1/2019 12:59,93,1,26
184381,4/1/2019 13:01,64,1,26
191618,4/1/2019 13:01,49,1,78
189262,4/1/2019 13:02,29,1,18
189262,4/1/2019 13:02,90,1,51
181515,4/1/2019 13:03,40,1,99
181515,4/1/2019 13:03,53,1,81
180862,4/1/2019 13:06,15,1,54
191146,4/1/2019 13:10,80,1,4
188241,4/1/2019 13:10,42,3,28
182404,4/1/2019 13:10,54,1,40
190939,4/1/2019 13:11,84,1,35
177072,4/1/2019 13:11,87,1,9
178384,4/1/2019 13:12,26,2,84
191020,4/1/2019 13:13,10,1,69
181177,4/1/2019 13:13,19,1,98
181177,4/1/2019 13:13,40,1,5
181177,4/1/2019 13:13,55,1,91
181017,4/1/2019 13:14,53,1,67
181304,4/1/2019 13:14,34,1,15
183748,4/1/2019 13:16,58,2,33
182967,4/1/2019 13:18,72,1,87
193541,4/1/2019 13:19,51,2,11
192070,4/1/2019 13:19,70,1,39
182875,4/1/2019 13:22,8,1,30
181731,4/1/2019 13:22,11,1,38
183521,4/1/2019 13:22,88,1,13
182124,4/1/2019 13:24,82,1,35
194002,4/1/2019 13:26,95,1,97
177235,4/1/2019 13:27,14,2,69
189685,4/1/2019 13:28,71,1,66
187028,4/1/2019 13:31,28,2,36
192161,4/1/2019 13:32,90,1,8
183699,4/1/2019 13:33,72,1,95
190830,4/1/2019 13:35,24,1,79
189979,4/1/2019 13:35,48,1,87
177516,4/1/2019 13:35,21,1,31
190162,4/1/2019 13:37,62,1,56
184560,4/1/2019 13:38,11,1,38
178621,4/1/2019 13:43,68,1,87
183820,4/1/2019 13:44,64,1,56
183384,4/1/2019 13:45,88,1,83
187148,4/1/2019 13:47,14,2,12
184303,4/1/2019 13:47,43,1,75
190157,4/1/2019 13:48,30,1,15
179714,4/1/2019 13:48,91,1,93
193633,4/1/2019 13:51,41,1,95
180843,4/1/2019 13:51,60,3,57
192708,4/1/2019 13:51,69,1,97
192532,4/1/2019 13:54,16,1,77
192575,4/1/2019 13:57,94,1,56
184048,4/1/2019 13:59,31,1,33
181447,4/1/2019 14:00,77,1,82
178642,4/1/2019 14:02,42,1,70
180949,4/1/2019 14:04,85,1,81
181396,4/1/2019 14:05,80,1,68
193227,4/1/2019 14:05,45,1,81
189677,4/1/2019 14:06,27,1,48
179406,4/1/2019 14:06,36,1,40
177681,4/1/2019 14:07,21,1,59
177681,4/1/2019 14:07,97,1,2
182121,4/1/2019 14:07,41,1,32
188539,4/1/2019 14:08,56,1,52
188768,4/1/2019 14:09,40,1,32
179926,4/1/2019 14:10,99,1,57
187297,4/1/2019 14:15,60,1,26
188797,4/1/2019 14:17,51,1,76
191558,4/1/2019 14:19,88,1,9
185157,4/1/2019 14:21,13,1,38
178863,4/1/2019 14:21,37,1,18
187443,4/1/2019 14:25,53,1,17
184027,4/1/2019 14:28,99,1,36
185656,4/1/2019 14:29,39,1,61
184482,4/1/2019 14:35,56,1,13
185353,4/1/2019 14:36,83,2,2
179206,4/1/2019 14:39,88,1,84
193281,4/1/2019 14:49,90,1,98
193366,4/1/2019 14:51,59,1,62
183101,4/1/2019 14:53,55,1,83
190163,4/1/2019 14:53,87,1,93
185253,4/1/2019 14:55,97,1,45
178239,4/1/2019 14:57,76,1,20
192035,4/1/2019 14:57,75,1,31
182256,4/1/2019 14:58,13,1,100
179585,4/1/2019 14:59,89,1,36
179331,4/1/2019 15:08,1,1,69
191936,4/1/2019 15:10,66,1,52
187826,4/1/2019 15:10,58,1,78
191581,4/1/2019 15:11,15,1,61
180023,4/1/2019 15:16,61,3,72
192413,4/1/2019 15:18,93,1,48
180287,4/1/2019 15:21,97,1,23
185468,4/1/2019 15:22,94,1,40
188424,4/1/2019 15:23,96,3,57
184481,4/1/2019 15:27,12,2,74
187186,4/1/2019 15:29,4,1,94
190715,4/1/2019 15:29,46,1,80
190107,4/1/2019 15:33,94,1,41
190118,4/1/2019 15:33,88,1,19
184967,4/1/2019 15:34,49,1,97
190946,4/1/2019 15:38,73,1,61
183864,4/1/2019 15:39,67,1,95
193289,4/1/2019 15:50,95,1,38
176805,4/1/2019 15:50,9,1,13
176805,4/1/2019 15:50,65,1,8
176914,4/1/2019 15:54,1,1,40
178525,4/1/2019 15:55,15,2,23
178525,4/1/2019 15:55,73,2,82
189955,4/1/2019 15:55,98,1,28
186931,4/1/2019 15:59,54,2,57
177073,4/1/2019 15:59,2,3,10
179029,4/1/2019 16:01,67,1,51
181642,4/1/2019 16:02,7,4,20
189668,4/1/2019 16:03,52,1,20
191236,4/1/2019 16:03,69,1,35
182641,4/1/2019 16:05,44,1,3
188594,4/1/2019 16:05,10,1,48
178126,4/1/2019 16:09,55,1,83
182814,4/1/2019 16:09,10,1,21
191445,4/1/2019 16:11,97,1,14
182644,4/1/2019 16:13,29,1,42
179748,4/1/2019 16:14,68,1,1
177671,4/1/2019 16:14,22,1,9
193206,4/1/2019 16:14,81,1,20
187572,4/1/2019 16:15,31,1,98
181133,4/1/2019 16:16,51,1,1
188468,4/1/2019 16:17,31,1,43
186974,4/1/2019 16:23,2,1,59
191538,4/1/2019 16:29,27,2,12
191538,4/1/2019 16:29,54,1,60
181215,4/1/2019 16:32,96,1,22
190361,4/1/2019 16:35,62,1,80
183789,4/1/2019 16:35,47,1,98
193260,4/1/2019 16:37,19,1,22
192565,4/1/2019 16:37,97,1,68
179899,4/1/2019 16:40,18,1,6
188674,4/1/2019 16:41,32,1,52
185769,4/1/2019 16:47,36,2,49
184452,4/1/2019 16:48,99,1,8
190282,4/1/2019 16:48,15,1,100
177184,4/1/2019 16:49,48,1,64
193699,4/1/2019 16:49,19,1,87
177184,4/1/2019 16:49,101,1,56
188473,4/1/2019 16:52,65,1,87
180105,4/1/2019 17:02,50,1,44
185121,4/1/2019 17:02,42,1,99
191707,4/1/2019 17:07,66,1,8
191707,4/1/2019 17:07,23,1,63
186264,4/1/2019 17:08,44,1,84
177106,4/1/2019 17:10,49,1,25
188854,4/1/2019 17:11,33,1,97
185031,4/1/2019 17:14,6,1,62
184639,4/1/2019 17:15,10,1,97
192602,4/1/2019 17:18,1,1,11
179579,4/1/2019 17:18,100,1,95
185500,4/1/2019 17:22,14,1,72
187224,4/1/2019 17:24,38,1,31
186322,4/1/2019 17:27,19,1,28
190760,4/1/2019 17:29,97,1,24
184403,4/1/2019 17:29,70,1,58
179305,4/1/2019 17:29,35,2,63
179110,4/1/2019 17:30,69,1,70
179504,4/1/2019 17:31,86,1,23
184882,4/1/2019 17:32,79,1,59
180385,4/1/2019 17:32,32,1,51
187506,4/1/2019 17:33,23,2,84
192633,4/1/2019 17:34,41,1,75
185303,4/1/2019 17:34,77,1,12
177658,4/1/2019 17:35,80,1,73
185677,4/1/2019 17:37,48,1,61
182292,4/1/2019 17:41,98,2,72
187641,4/1/2019 17:42,66,1,2
191050,4/1/2019 17:43,43,1,71
181360,4/1/2019 17:43,32,1,68
180088,4/1/2019 17:45,2,1,64
193064,4/1/2019 17:46,1,1,52
190650,4/1/2019 17:53,35,1,61
185030,4/1/2019 18:05,21,1,69
182664,4/1/2019 18:05,96,1,41
178613,4/1/2019 18:06,61,1,27
186562,4/1/2019 18:08,91,1,70
188639,4/1/2019 18:12,64,1,22
189503,4/1/2019 18:12,20,1,3
190325,4/1/2019 18:17,85,1,82
191327,4/1/2019 18:17,87,1,75
180708,4/1/2019 18:17,57,1,28
183108,4/1/2019 18:17,80,1,54
189066,4/1/2019 18:18,50,1,34
187714,4/1/2019 18:22,83,1,35
187325,4/1/2019 18:25,29,1,96
188666,4/1/2019 18:29,35,1,22
192610,4/1/2019 18:29,68,2,96
180587,4/1/2019 18:30,63,1,57
188621,4/1/2019 18:30,5,1,35
187783,4/1/2019 18:31,100,1,100
190284,4/1/2019 18:33,12,1,98
181960,4/1/2019 18:37,77,1,45
193677,4/1/2019 18:38,92,1,85
186738,4/1/2019 18:38,61,1,1
180781,4/1/2019 18:40,3,1,84
190492,4/1/2019 18:44,39,1,13
190798,4/1/2019 18:44,62,2,48
193269,4/1/2019 18:48,25,1,66
189150,4/1/2019 18:50,16,1,70
192903,4/1/2019 18:50,18,1,66
193639,4/1/2019 18:54,94,1,21
189812,4/1/2019 18:55,15,1,85
187098,4/1/2019 18:57,44,1,91
186086,4/1/2019 18:58,11,1,17
183362,4/1/2019 19:03,16,1,87
192000,4/1/2019 19:03,14,1,93
178594,4/1/2019 19:08,91,1,16
180320,4/1/2019 19:09,41,1,24
192176,4/1/2019 19:09,32,3,85
192865,4/1/2019 19:11,9,1,13
181011,4/1/2019 19:11,45,1,74
180518,4/1/2019 19:13,54,1,3
177994,4/1/2019 19:15,58,1,24
179328,4/1/2019 19:19,36,1,39
186180,4/1/2019 19:19,52,1,1
179328,4/1/2019 19:19,83,1,29
179681,4/1/2019 19:20,43,2,86
177758,4/1/2019 19:21,95,1,98
177758,4/1/2019 19:21,17,1,94
186782,4/1/2019 19:23,82,1,54
179518,4/1/2019 19:23,94,1,46
190031,4/1/2019 19:25,41,1,59
189276,4/1/2019 19:26,80,1,55
184532,4/1/2019 19:28,17,1,42
182816,4/1/2019 19:28,78,1,77
185588,4/1/2019 19:28,10,1,20
187099,4/1/2019 19:28,85,1,71
192023,4/1/2019 19:31,9,1,22
186029,4/1/2019 19:36,73,1,47
180874,4/1/2019 19:36,62,1,98
192409,4/1/2019 19:36,26,1,20
180874,4/1/2019 19:36,3,1,4
191568,4/1/2019 19:38,63,1,78
192979,4/1/2019 19:42,90,1,62
182505,4/1/2019 19:43,7,3,96
177951,04/01/1819 12:00,92,1,27
183322,4/1/2019 19:45,18,1,76
182946,4/1/2019 19:45,13,1,85
179308,4/1/2019 19:47,7,2,86
178656,4/1/2019 19:47,93,1,32
188751,4/1/2019 19:48,49,1,56
188751,4/1/2019 19:48,101,1,50
193675,4/1/2019 19:49,14,2,29
191390,4/1/2019 19:49,79,1,70
179584,4/1/2019 19:50,86,1,43
185789,4/1/2019 19:51,90,1,46
184402,4/1/2019 19:53,64,1,44
180230,4/1/2019 19:53,87,1,78
188409,4/1/2019 19:54,90,1,27
178936,4/1/2019 19:54,92,1,36
185234,4/1/2019 19:56,87,3,17
185540,4/1/2019 19:57,83,2,74
191628,4/1/2019 19:58,14,3,2
183572,4/1/2019 19:59,93,1,7
188252,4/1/2019 20:00,27,1,47
180849,4/1/2019 20:01,51,1,70
177773,4/1/2019 20:03,2,1,80
181418,4/1/2019 20:06,54,1,39
192573,4/1/2019 20:08,30,1,20
184188,4/1/2019 20:10,51,1,11
184314,4/1/2019 20:11,11,1,83
185493,4/1/2019 20:12,100,1,62
192068,4/1/2019 20:14,51,1,97
178470,4/1/2019 20:15,46,1,37
183950,4/1/2019 20:16,10,2,30
193741,4/1/2019 20:17,17,1,51
192249,4/1/2019 20:22,13,1,17
191071,4/1/2019 20:22,93,2,33
185937,4/1/2019 20:25,38,1,27
188427,4/1/2019 20:26,84,1,89
177044,4/1/2019 20:31,76,1,92
182274,4/1/2019 20:32,18,1,5
184790,4/1/2019 20:34,95,1,17
190512,4/1/2019 20:35,13,1,90
190512,4/1/2019 20:35,69,1,46
190512,4/1/2019 20:35,19,1,67
189322,4/1/2019 20:36,5,2,60
181361,4/1/2019 20:37,78,1,21
190383,4/1/2019 20:37,91,1,18
179270,4/1/2019 20:38,73,1,68
179270,4/1/2019 20:38,46,1,61
191386,4/1/2019 20:38,22,1,10
192051,4/1/2019 20:39,79,1,84
192713,4/1/2019 20:45,33,1,72
184665,4/1/2019 20:45,24,1,9
178712,4/1/2019 20:48,63,1,35
189334,4/1/2019 20:50,58,1,32
183024,4/1/2019 20:51,72,1,18
187902,4/1/2019 20:52,42,1,1
187895,4/1/2019 20:54,33,3,73
176775,4/1/2019 20:56,100,2,24
186955,4/1/2019 20:58,27,1,45
190864,4/1/2019 20:59,92,1,95
190549,4/1/2019 21:00,78,1,32
185779,4/1/2019 21:02,6,1,15
188087,4/1/2019 21:03,32,1,48
178037,4/1/2019 21:03,29,3,23
188087,4/1/2019 21:03,54,1,70
192992,4/1/2019 21:06,71,1,76
185175,4/1/2019 21:07,25,1,20
187607,4/1/2019 21:07,42,1,55
181477,4/1/2019 21:07,65,1,86
189719,4/1/2019 21:07,69,1,63
183118,4/1/2019 21:08,17,1,84
190643,4/1/2019 21:08,17,1,77
178526,4/1/2019 21:10,71,1,14
183253,4/1/2019 21:10,59,2,44
187072,4/1/2019 21:13,71,1,51
179515,4/1/2019 21:13,5,1,19
183811,4/1/2019 21:15,59,1,34
190575,4/1/2019 21:17,20,1,8
179998,4/1/2019 21:17,85,1,75
179998,4/1/2019 21:17,47,1,2
178983,4/1/2019 21:17,47,1,100
177268,4/1/2019 21:21,33,2,5
188589,4/1/2019 21:23,38,1,40
188589,4/1/2019 21:23,32,1,28
178151,4/1/2019 21:28,18,1,73
188860,4/1/2019 21:30,59,1,97
188393,4/1/2019 21:34,21,2,6
188967,4/1/2019 21:36,31,1,65
190073,4/1/2019 21:38,35,1,70
181298,4/1/2019 21:39,20,1,58
176626,4/1/2019 21:40,10,1,29
180431,4/1/2019 21:40,84,1,29
193917,4/1/2019 21:41,99,1,7
178653,4/1/2019 21:41,26,1,85
192580,4/1/2019 21:43,95,2,96
176956,4/1/2019 21:43,11,1,58
182652,4/1/2019 21:44,68,2,11
191142,4/1/2019 21:44,93,1,14
190952,4/1/2019 21:45,74,1,62
189511,4/1/2019 21:47,82,2,94
187670,4/1/2019 21:50,95,1,91
187479,4/1/2019 21:51,34,1,81
189412,4/1/2019 21:52,45,1,59
179816,4/1/2019 21:52,53,1,22
189564,4/1/2019 21:55,17,1,91
185786,4/1/2019 21:58,9,1,41
190225,4/1/2019 21:58,37,1,94
188099,4/1/2019 22:03,47,1,66
178622,4/1/2019 22:05,5,1,14
189942,4/1/2019 22:07,99,1,60
189942,4/1/2019 22:07,15,1,94
188570,4/1/2019 22:08,73,1,95
179223,4/1/2019 22:09,21,1,32
184178,4/1/2019 22:12,50,1,67
190947,4/1/2019 22:15,48,1,8
178128,4/1/2019 22:21,52,1,46
189119,4/1/2019 22:22,61,1,36
179971,4/1/2019 22:27,20,1,12
179357,4/1/2019 22:28,58,1,21
179357,4/1/2019 22:28,53,1,82
181542,4/1/2019 22:30,87,1,23
187215,4/1/2019 22:34,49,1,78
187215,4/1/2019 22:34,82,1,41
179872,4/1/2019 22:35,90,1,55
193538,4/1/2019 22:40,15,1,3
178390,4/1/2019 22:49,99,1,44
191291,4/1/2019 22:57,82,1,26
182237,4/1/2019 22:57,7,1,97
184796,4/1/2019 22:58,43,1,78
187900,4/1/2019 23:00,43,1,57
176803,4/1/2019 23:00,38,1,80
185644,4/1/2019 23:07,57,1,26
176753,4/1/2019 23:07,26,1,27
188416,4/1/2019 23:10,72,1,84
177454,4/1/2019 23:13,56,1,49
178420,4/1/2019 23:13,96,1,86
186883,4/1/2019 23:17,94,1,25
177303,4/1/2019 23:19,34,1,7
185590,4/1/2019 23:20,79,1,49
185906,4/1/2019 23:23,83,1,6
180630,4/1/2019 23:29,76,1,37
192853,4/1/2019 23:30,44,2,68
183323,4/1/2019 23:32,98,2,11
184327,4/1/2019 23:33,59,2,79
179513,4/1/2019 23:41,60,1,21
181018,4/1/2019 23:41,3,2,15
188183,4/1/2019 23:46,30,1,5
187346,4/1/2019 23:52,39,1,86
183525,4/1/2019 23:55,58,1,9
187407,4/1/2019 23:59,85,1,24
186384,4/2/2019 0:00,87,1,60
186384,4/2/2019 0:00,75,1,54
182374,4/2/2019 0:00,92,1,63
182374,4/2/2019 0:00,77,1,98
187829,4/2/2019 0:04,54,1,47
177710,4/2/2019 0:05,40,1,1
184249,4/2/2019 0:05,77,1,58
192125,4/2/2019 0:13,54,1,13
179734,4/2/2019 0:16,14,2,21
192208,4/2/2019 0:19,26,1,59
180246,4/2/2019 0:23,100,2,19
183029,4/2/2019 0:23,52,1,20
183015,4/2/2019 0:25,53,1,20
179324,4/2/2019 0:25,64,1,43
183974,4/2/2019 0:31,59,1,78
179511,4/2/2019 0:31,61,1,69
182400,4/2/2019 0:37,35,1,1
190618,4/2/2019 0:37,6,1,59
186959,4/2/2019 0:38,100,2,4
180853,4/2/2019 0:41,86,1,65
178693,4/2/2019 0:45,76,1,26
182476,4/2/2019 0:52,75,1,99
191227,4/2/2019 0:53,94,1,93
190159,4/2/2019 0:58,28,1,29
183508,4/2/2019 1:14,25,1,11
186814,4/2/2019 1:28,16,1,2
187612,4/2/2019 1:31,70,1,18
187319,4/2/2019 1:34,80,1,13
180639,4/2/2019 1:53,8,1,70
189148,4/2/2019 2:22,64,1,70
190987,4/2/2019 2:54,101,1,75
187825,4/2/2019 3:00,68,2,67
187671,4/2/2019 3:04,25,1,86
190059,4/2/2019 3:07,92,1,55
176588,4/2/2019 4:00,10,1,79
192212,4/2/2019 4:15,70,1,79
187384,4/2/2019 4:28,37,2,35
181428,4/2/2019 4:34,45,1,64
182062,4/2/2019 4:54,29,1,89
180649,4/2/2019 4:56,78,1,50
193693,4/2/2019 5:33,16,1,78
180140,4/2/2019 5:55,54,3,96
187984,4/2/2019 6:00,44,1,22
189036,4/2/2019 6:06,29,3,15
189036,4/2/2019 6:06,89,1,7
193151,4/2/2019 6:14,94,1,90
186846,4/2/2019 6:15,10,2,56
180976,4/2/2019 6:21,80,1,2
181434,4/2/2019 6:23,80,1,27
189061,4/2/2019 6:26,33,1,46
183157,4/2/2019 6:35,36,1,81
193889,4/2/2019 6:38,84,1,29
177068,4/2/2019 6:53,46,1,77
180969,4/2/2019 6:53,50,1,41
190730,4/2/2019 6:57,14,1,2
178114,4/2/2019 7:04,15,1,31
188395,4/2/2019 7:07,57,2,60
192391,4/2/2019 7:13,19,1,43
185449,4/2/2019 7:35,42,1,58
193659,4/2/2019 7:41,70,2,44
176563,4/2/2019 7:46,41,1,57
177506,4/2/2019 7:46,88,1,92
177506,4/2/2019 7:46,30,1,21
188386,4/2/2019 7:49,4,1,87
186404,4/2/2019 7:55,8,1,88
180571,4/2/2019 7:59,44,1,56
178179,4/2/2019 8:02,64,1,35
186425,4/2/2019 8:03,12,1,66
181799,4/2/2019 8:12,83,1,3
181207,4/2/2019 8:14,61,1,92
191217,4/2/2019 8:26,41,1,7
186082,4/2/2019 8:31,84,1,12
189080,4/2/2019 8:32,8,1,71
192690,4/2/2019 8:35,51,1,83
182686,4/2/2019 8:41,28,1,13
188933,4/2/2019 8:42,8,1,54
180206,4/2/2019 8:43,56,1,19
188915,4/2/2019 8:45,14,1,85
179723,4/2/2019 8:45,19,1,25
184596,4/2/2019 8:48,94,1,46
185726,4/2/2019 8:50,56,1,13
188266,4/2/2019 8:51,66,1,83
189486,4/2/2019 8:52,60,1,33
188825,4/2/2019 8:55,6,1,4
176675,4/2/2019 9:02,48,1,70
183270,4/2/2019 9:03,87,1,53
184573,4/2/2019 9:04,72,1,75
190516,4/2/2019 9:05,22,1,94
185594,4/2/2019 9:07,83,1,29
186363,4/2/2019 9:08,54,1,85
176595,4/2/2019 9:11,37,3,16
192136,4/2/2019 9:14,93,1,32
191731,4/2/2019 9:15,75,1,16
183450,4/2/2019 9:15,45,1,27
192225,4/2/2019 9:20,18,1,42
193428,4/2/2019 9:21,32,1,85
177052,4/2/2019 9:30,50,2,82
186875,4/2/2019 9:30,5,1,76
190517,4/2/2019 9:30,12,1,69
179214,4/2/2019 9:41,47,1,9
184806,4/2/2019 9:41,71,1,24
182052,4/2/2019 9:43,101,1,78
185388,4/2/2019 9:43,57,1,8
184771,4/2/2019 9:44,19,1,22
181087,4/2/2019 9:45,60,1,36
193803,4/2/2019 9:45,54,1,54
193302,4/2/2019 9:46,13,1,37
180852,4/2/2019 9:47,72,1,41
189389,4/2/2019 9:48,5,1,93
